Pre Escola(publico),Fundamental e Medio (publico),Graduacao e Pos (publico),Pre Escola (particular),Fundamental e Medio (particular),Graduacao e Pos (particular),Medio comp e Sup incomp (+25),Superior completo (+25)
113.9774552,336.1860062,6.52059013,0.0,6.62680031,40.96701927,346.8185433,49.04918993
11984.68064,55626.09714,1519.33788,2457.276462,3863.778507,5118.440069,35633.16234,7492.687029
3618.277753,12130.90658,457.091384,491.8182323,1264.808002,1432.281257,10331.15909,2686.408411
140.8928321,523.010166,5.92234073,2.64482905,30.40495378,83.25687885,481.2138004,105.8250169
631.2924802,2583.852086,49.70525598,169.8213143,589.1344281,1111.168976,1932.131556,917.4845638
1916.816689,6008.876544,202.861221,333.7983504,890.4304164,1234.647123,5608.366617,3780.774323
247.7697824,919.4247005,43.35987196,0.0,4.87388113,111.7581785,390.2581091,79.0813358
600.6909011,1654.624279,13.88375427,29.52224707,40.55524505,201.4441226,1681.791697,462.7650848
139.7094345,524.930431,7.6676648,0.0,2.55049708,49.36254921,431.1776129,69.40907832
370.7434791,1047.117659,27.63847263,31.56521309,134.8085696,222.3106018,1166.651749,555.6872482
464.6385094,2015.784771,31.31924433,0.0,37.39909749,171.0357843,1155.363508,382.3033716
798.8058964,2531.942729,141.3167783,46.10201557,168.2793468,403.9472619,1992.154851,790.9343846
221.7911699,793.5328748,23.30812317,3.80903507,22.23466119,115.7841751,850.6049465,282.6379336
2681.403342,9066.313394,592.0517662,339.8095771,1366.593788,2679.888127,9958.685902,7055.230464
93.02461593,284.3682335,10.4865399,0.0,4.61503544,17.96900879,134.6318529,36.94846839
7838.252754,37596.00633,789.5108852,1574.682568,2667.519097,3577.252674,27215.92485,4816.371607
48.85406202,345.1380886,6.07439348,4.81408602,0.0,51.32723974,255.0571179,106.3433082
108.0142231,363.5775648,12.45622732,0.0,21.95241906,122.8722257,457.5760129,225.3881223
577.0719299,1876.176944,23.80885757,0.0,73.99119488,246.2736419,1245.126429,443.6952341
261.526268,399.4015161,15.3155436,0.0,3.79237464,86.32363948,174.7454305,144.7866047
10011.14603,52469.03129,2275.834476,3127.036315,7621.723369,8937.846147,52726.8943,25254.38673
7844.800344,35986.30182,536.3641554,784.2305092,1146.735101,2085.166706,18537.45124,2276.702066
6380.80294,25288.43831,648.0677862,636.2651052,1531.783678,2574.023832,19883.78913,4367.285849
143.661075,325.0270118,0.0,0.0,32.18992731,88.05464992,505.7527259,174.0293245
221.3806923,1162.835609,75.33649519,5.60159909,51.37328288,101.9001723,815.5195722,292.0756238
1707.488935,6789.795191,713.3692782,242.4971309,1128.407075,989.183986,6239.387994,3434.535702
167.6468698,575.6074534,33.1341396,0.0,3.06797261,83.37780622,414.3323614,221.6796635
260.4925407,1387.804625,53.87102434,3.54568136,17.58121756,40.46245904,478.5230336,102.310165
392.3113463,1528.83359,95.27884295,34.60816672,109.9037902,369.3442526,1350.630909,887.0565552
412.2928025,1645.982546,27.63990253,52.1204055,92.60739398,178.2701091,1392.514634,436.1642963
205.8233384,831.2874107,0.0,0.0,41.79600177,84.00188471,530.1864989,157.5306335
412.8485803,1884.295391,30.8642123,24.09917559,108.3081386,191.9694024,1677.575025,417.8948205
217.1737982,1008.152189,16.23732393,0.0,13.97794449,78.50076282,695.0003365,191.5611891
1839.302271,5427.302003,251.6873285,274.0328454,818.8021126,1221.706772,4879.679435,2180.344638
778.991426,2719.019926,50.29599993,39.95853059,193.8615304,373.0836733,1989.285636,884.6660618
953.1694889,3851.109988,18.81970166,16.88993117,35.06221472,173.6133801,1410.80111,355.2813296
821.6701768,4115.622106,82.37410083,138.5686072,312.0183324,317.36751,2176.367562,1014.177889
273.145457,1269.861173,65.38692394,20.4064671,116.4568777,124.8176049,1212.282438,453.0324358
547.5380329,1878.462914,33.27127139,8.97904988,59.04492951,282.6374043,1290.844133,618.7131231
109.5583653,312.5403281,8.69170943,1.50040006,7.36332887,55.54830942,293.1771893,93.72625888
200.9210227,1327.07999,28.25306985,9.45266615,50.94122464,70.07170551,746.2150834,188.7239112
1535.76343,4258.220651,286.9203503,263.890684,1046.053253,627.9661779,4345.097269,2079.231637
1079.202098,6033.708642,134.5840071,116.0404662,347.7407148,484.0194646,3776.852579,1570.53364
3274.626955,17907.96162,1779.415639,1372.54869,3594.939407,2712.712471,22601.00141,11322.3718
383.3527482,2102.048375,25.64369439,0.0,51.28478714,107.6045218,1136.369964,422.3206311
1524.043793,6647.003016,205.6463574,84.90616678,539.2153699,845.0100054,4805.309918,1390.282551
10950.97717,56230.48386,1031.412966,3570.407875,6413.380519,5788.017417,47899.58552,14643.29311
60612.72257,241297.2707,12384.2755,17383.60875,38907.1361,36869.40229,211032.7399,79324.82134
591.709581,1273.670812,59.27248238,2.1219403,20.13896128,97.01995602,786.7878771,226.9827528
127.8250913,716.7747997,17.60801134,3.15425042,38.64369838,57.69323305,502.2226496,156.9870763
367.0049925,1574.175489,56.53406458,36.95913798,42.1485548,162.7573605,989.7142849,366.7073527
534.3237712,1646.207216,116.0909383,93.73346349,542.3991879,292.4826797,1597.491398,1165.664368
9012.537244,38724.03211,895.5741897,1617.521214,3202.409574,4736.492588,32013.48684,6494.190139
449.7264977,1523.522171,17.27596323,125.7741261,167.7894196,199.9552917,1300.475375,559.8064631
213.3383671,1060.523194,36.22957162,3.65530799,31.1264275,140.0247642,617.0973465,265.361524
237.0230623,1259.585302,6.40766216,3.29286871,34.96586524,98.64976912,499.7229506,157.9226481
1705.699534,5409.459416,128.5963884,107.7855294,279.3146241,611.1697815,3414.571431,710.3944063
469.615732,1431.849964,38.9419168,46.69301396,121.2215758,195.9052582,1475.860694,538.2620581
397.5530361,1230.479853,63.27475025,2.1770751,41.0809866,107.2697012,774.315433,315.7978324
2046.622857,7958.122445,485.5030196,437.3987417,733.3861698,747.3599929,6832.097659,3019.418999
2706.199982,13424.89376,264.8697358,358.0680475,1142.309634,1106.048827,7367.127205,2656.703191
276.6991659,1348.699295,30.40690721,30.86642802,103.862165,162.8150391,1061.002865,400.9154064
324.6801482,1266.985239,58.25082169,9.54166568,6.57705718,194.3889117,1160.939077,396.2952957
761.825377,3880.157332,140.5820822,189.5432957,488.5533972,372.2832299,2873.557718,762.5393527
1187.498019,4730.753218,187.1405498,143.3655399,642.7030456,571.6537524,3554.880074,1845.030094
482.5452627,1850.843036,29.70911761,17.22751403,50.30005565,126.3865701,801.2783322,264.0815554
1370.427028,5979.161688,77.14451699,143.3388636,386.4486816,306.8991818,3574.942204,1576.619921
502.0639268,1693.894409,8.75126853,40.52686562,86.70028306,154.4789218,1382.470623,384.4619326
949.9147826,3727.956307,774.2342891,103.9789769,1056.054647,657.2122633,4702.254779,3088.19259
1675.309364,5389.065341,182.5709731,153.0441547,385.5871633,365.4591907,4451.698735,1747.037262
8403.915893,32552.75695,2412.709025,2200.536306,6971.63088,7709.211474,37537.73139,18695.8442
137.6115545,834.819754,30.58384985,3.03904581,41.9107544,130.4787509,752.335288,201.3380858
198.3892386,506.2294418,16.16424864,0.0,25.82152938,138.9037081,603.8484923,237.472945
133.3194737,620.0921847,8.76912483,0.0,21.8080096,68.30099062,644.8900502,156.7826183
480.0088623,2317.671015,118.5171548,143.1840334,334.9901413,345.8445006,1758.087452,563.6880821
1123.425251,5719.7127,111.0111373,58.54994908,209.9713246,334.1666979,4319.738209,749.176616
370.0203462,1136.072821,17.25421894,20.56258779,61.59996209,135.7226242,713.3068693,285.4692985
152.8827483,738.3649888,18.05291403,0.0,27.40341726,95.31761893,523.1030877,100.4729231
157.5282594,1050.195289,34.40038697,0.0,5.8223595,80.7735475,561.7317224,128.0183915
652.7763958,2904.730566,172.8369765,89.80665172,342.205368,262.6278179,1607.62179,629.0388129
964.1080045,3288.896002,85.72326779,76.28021612,253.0570502,658.6985481,3550.261802,1051.173554
388.4296887,1125.238765,16.25707988,2.93122327,16.06654414,99.64620253,829.9198949,256.1727528
214.2348866,1063.859956,23.21719582,44.87415129,55.32706333,108.7403088,907.9951088,405.4151139
863.7643392,3348.942277,67.80919313,34.34438771,106.6761577,259.9122846,1801.200399,601.6238544
1006.649246,4138.245854,30.05852531,80.67609451,229.4160104,274.1346975,2781.706807,1101.632916
506.3245773,1985.274424,51.83887556,48.59498339,214.2627716,263.3856636,1345.589192,938.9889549
170.4892867,575.8376946,6.81200001,8.32532166,8.30774322,86.39888399,288.0478879,108.1588185
4579.158547,16935.64896,399.0139685,557.7958138,1336.966246,1583.776265,14827.03729,4941.815328
144.869413,768.5060904,13.34755275,0.0,0.0,39.02802599,349.8257542,73.99646006
6366.725438,32989.49493,707.113808,1624.815492,2182.665893,3679.397416,23050.15448,5281.265105
6947.024899,24862.74236,1467.86053,999.3465023,3115.768108,2622.836264,22010.76427,11245.02646
4787.161088,17723.32766,498.9635822,309.8132436,1420.013566,2004.766793,12263.86301,5241.013127
8608.902521,46030.50029,942.6884457,1433.026415,2071.828593,3141.247448,29447.63208,5100.605575
2900.646151,10007.55603,513.2933149,623.6492048,1904.357841,1780.612213,10544.19274,5273.303661
259.6191502,934.3928389,12.22766209,0.0,4.22391238,49.20162758,333.7804214,81.15755098
1530.7922,6051.414089,480.6366978,217.7147159,909.0228055,723.4467643,4159.376457,2615.465279
634.63194,2385.732543,21.85661718,76.7216973,213.2912199,147.8933941,1428.364115,626.5351379
645.741426,2012.499533,40.72697638,20.17526449,191.1515885,157.2440949,1412.951115,482.8069913
235.7523547,782.8532067,28.10379237,2.9002507,9.61604686,48.35077298,595.800399,136.7076808
15513.29607,72785.31897,1215.260619,2130.722236,2712.712342,4031.03256,43665.5739,6319.441536
2386.180487,9316.901978,261.4099246,253.1353855,520.9402454,732.4171709,4978.005105,2701.296138
648.3490868,3746.460946,20.88325117,10.43771607,48.41734541,136.4952917,1432.431334,410.2203942
4979.133191,18223.1551,1104.481711,992.3027322,2534.284528,3257.656951,16192.66248,8255.254883
771.4875753,3557.018048,71.26828925,44.67437077,252.8143928,232.9854518,2063.603731,664.741906
627.0314552,2362.571623,57.15813109,8.64321695,93.24389772,287.3082696,2025.855486,618.8784139
228.2633711,1295.558615,30.77760223,2.34723849,17.23759253,63.71497078,567.937984,203.240275
177.7853695,1293.569996,46.54281825,34.15605109,127.2912249,100.702007,993.1454233,262.508045
5813.415893,26913.02882,1047.138243,1527.872168,3561.986465,4443.418945,25694.89903,13480.67146
2396.277725,7345.864794,211.9060577,416.6534094,843.6401118,1257.775456,7160.15638,2407.311894
1436.22888,5670.085803,339.5641596,322.8791214,1362.155988,1279.167879,6052.090154,3317.965636
392.8815111,1028.362947,3.08145824,0.0,46.70112504,100.6303651,681.447399,238.9205468
2807.671003,10374.84491,1797.415989,549.9015402,2121.240542,1382.467083,10568.9444,7616.625688
9406.408055,33813.8665,1030.997716,2240.609835,6083.709069,6681.508454,42814.79765,15975.08004
237.1816768,917.0507376,28.18830954,8.93731683,39.6291547,133.6051178,755.8602756,194.4961643
667.0185288,3666.987285,120.4315714,49.07288419,180.9387846,284.2279362,2016.439515,843.9833411
2027.259513,7386.206912,296.0690637,336.4414857,1217.833333,1693.087978,8258.379467,3551.7584
1483.693217,6224.575561,924.5035941,408.2596994,1275.58924,1412.943555,6513.072135,5494.403514
320.5461697,907.9853771,8.84345851,12.70210328,42.49576326,140.2251266,941.3853451,259.8383927
4721.979383,22182.11264,682.579641,1234.705681,2202.0335,2715.050978,18687.09201,5315.772794
1301.778347,6665.980987,229.6792459,438.5536234,1106.77487,551.6945455,4574.531799,1858.657002
1305.652262,3958.543046,111.6629821,144.6002498,419.0427997,412.8094785,3006.99809,1048.546205
5053.054199,18356.58961,1951.355884,1261.432271,3734.2838,2394.307454,19583.77192,10828.77729
157.1611507,631.4996227,7.60120119,0.0,0.0,37.59728884,372.9102892,123.6638857
