Pre Escola(publico),Fundamental e Medio (publico),Graduacao e Pos (publico),Pre Escola (particular),Fundamental e Medio (particular),Graduacao e Pos (particular),Medio comp e Sup incomp (+25),Superior completo (+25)
490.8279674,1989.983449,42.94979347,41.71367475,55.82417488,169.080601,1096.933257,584.103135
148.1569188,900.4135204,7.85056602,3.20856394,62.51211969,90.16887616,518.8404579,149.0106407
1171.889343,4852.864901,187.7210358,334.3777823,741.9259166,952.7093183,4456.133108,2011.462006
148.857554,960.5730064,20.356668,8.75907478,37.92937552,72.52794267,521.2651129,200.2589212
125.4967752,523.6955439,14.90856982,0.0,8.64221002,57.65037115,325.2918524,142.3976723
14161.99108,48163.58522,4262.111589,5281.23722,13892.99474,19107.37748,66321.15439,49765.67861
872.3573186,2553.070498,108.0980372,67.79836418,233.0440658,522.0240111,2113.387613,1198.028795
659.6947739,4139.230139,35.18260715,45.42140233,274.4829931,266.3542385,2440.682708,640.2630764
1590.060802,6172.337671,46.08807836,126.7486275,248.4441248,523.4844066,3808.722364,949.7994383
177.2226139,928.6654347,15.60322941,0.0,15.7269222,63.57640543,501.7489585,189.0495721
1047.067499,4337.789919,254.406619,131.3599682,291.0168153,470.0344407,3526.506625,1548.314011
185.652574,814.9922008,39.63682179,10.04991668,48.55797037,147.246008,1337.541856,236.683906
305.138679,1390.552079,15.10739096,36.27866986,89.94584574,127.9193153,1027.434474,240.8295388
5224.146697,15143.37006,656.8937286,392.6159931,1453.703891,2625.606996,11588.9434,4927.028662
2993.361789,10150.04513,401.0431432,353.7138048,1245.076893,1767.716668,9425.512687,3921.491117
12217.92724,46190.69203,3007.302325,2400.000561,6868.901773,9057.188772,46457.50452,20314843.0
354.8538596,963.130224,37.6346336,11.36822652,55.91794951,194.1004386,935.130497,458.3346975
2311.063671,10072.09798,642.9832566,577.4117589,2235.079087,2592.702569,13169.10779,7969.093457
3065.757891,12920.41855,821.9141683,1309.191325,2740.896165,2131.096899,16967.51963,6908.884367
98.97720267,334.4568451,0.0,0.0,5.40129719,72.17818404,295.4850308,96.26843665
2319.043497,5521.263618,208.3539534,175.5550269,865.5445705,973.4097918,5755.194629,2394.921245
686.2304934,3192.2653,110.6420481,38.74878464,265.2050142,573.5108184,3063.766582,1319.317211
68.4427234,450.3780549,9.39138355,2.57460002,20.49822399,36.22200375,269.0542662,67.72671394
474.0589162,2462.518034,65.651746,73.31245599,169.4581689,267.7065477,1641.966551,539.7341077
232.4489707,734.6184338,30.21774236,0.0,12.99481497,83.9676451,475.480797,116.412404
297.1437226,740.9518955,36.07408645,12.42552549,24.98407196,80.92758075,581.2787418,207.952508
156.8803938,528.897769,3.4424692,0.0,15.19832785,55.79108188,367.3474814,100.4541856
726.3921729,3122.413671,120.0213553,11.95740069,174.2025639,418.4155281,2139.063249,797.3327996
251.3617376,988.7828123,33.69281293,3.18040552,87.90129708,202.3453269,967.8995524,396.184565
187.7458266,579.3655884,11.33773458,0.0,23.25534959,144.9168843,363.5578195,207.036504
93.77068583,409.5640218,13.64353527,4.72646592,19.12418321,93.16640175,416.6422695,203.4093066
2457.542357,7967.105188,212.4458364,216.2177914,773.5501358,774.3683015,7767.755582,1793.360436
2950.624257,16462.62626,602.5464989,653.3245088,2141.422067,1751.827839,12185.19354,6324.867197
395.5710447,1469.718329,41.38539321,9.65981625,67.18983463,139.7065735,1399.550539,316.5236448
162.0758771,841.1231491,9.78553132,0.0,12.01591805,48.45438533,483.5617427,146.402524
579.6452587,2284.126674,152.756682,46.05304373,200.6752109,351.8722511,2188.706501,565.6639747
82.74668878,391.0499836,5.67034681,20.41409973,38.90023898,41.44738694,377.9502298,60.111032
165.7153267,629.023101,0.0,0.0,10.22338074,95.81761717,489.0616852,138.1283251
10170.24086,30357.30405,3000.049515,1544.690329,7711.726614,6924.781161,42559.74928,23662.81169
84.72296703,381.3126857,11.40121923,2.70936419,16.77986405,80.55898263,278.9307576,90.02474397
1260.653608,3624.870295,113.2780193,89.96429897,149.0661106,462.67481,3223.544611,1201.338244
3295.795321,12792.19748,862.3662793,549.7584367,1393.278293,2245.888341,10955.20989,5118.366457
16858.22916,80016.66866,2649.348684,4719.186819,8968.078465,10937.55406,79651.3183,17650.39069
181.5310348,1068.440465,23.06887113,0.0,29.21025406,115.4454124,516.1756564,222.9007823
173.5301782,574.3737635,4.01931805,0.0,20.0218292,95.28260479,409.4065637,198.5421178
91.95366256,328.7139963,7.77920542,0.0,0.0,27.78905801,248.9728603,59.63283044
962.0773072,3579.320069,72.89090911,139.5788543,240.7105536,419.5318197,2242.380953,1264.474912
470.8801755,1974.972332,94.71926981,60.33153005,186.9242249,171.3795923,1364.894562,528.5628394
106.7287566,606.1493856,29.58509882,0.0,0.0,92.17015271,340.8506611,197.91179
1044.88564,4679.451507,34.5277798,8.94920922,160.2205634,209.4851733,2268.27763,677.787166
662.2520525,3191.540052,104.7924007,125.3653796,732.2605816,377.4778938,4387.304087,1964.038577
565.0738379,3148.659553,95.90290488,112.9861175,272.9989329,362.1258175,2048.842098,714.2932481
1963.462982,8676.896225,468.1092042,436.4834799,974.9776065,1674.982658,8665.350354,4185.481932
239.9527462,639.3374662,2.58986893,0.0,11.81079798,67.46604046,656.90364,152.0749572
3075.795069,11398.70043,782.4639232,464.0921615,1628.686146,1354.563872,10495.3857,4910.271242
15663.60376,68404.61918,2965.442691,3485.161916,13306.7763,12892.48278,70614.45498,37286.9935
6132.641432,21855.32763,1189.978418,802.9594825,2906.736328,4028.522603,22401.09509,8936.997881
3240.50278,13935.22969,1125.576219,693.8560766,2192.891226,2743.71146,14739.62136,7803.663346
139.9684783,704.2863765,10.6905693,3.68848805,2.51409069,49.37259946,231.3012047,48.04403998
80.94770638,272.7920178,9.08025975,0.0,9.2451957,70.52372292,320.2729177,121.9668643
1875.922497,8817.197543,146.3331778,324.8263485,771.6096046,703.2274131,7976.281732,2491.74052
296.6217578,1066.080523,43.38180336,13.76368561,85.50153518,212.1638851,1013.791045,459.0537098
1564.424446,6855.522809,379.6951981,300.3711224,1226.080464,1389.185509,7393.211987,3327.772362
678.7849855,2838.138705,69.45809865,151.4465637,575.2490127,560.0366784,3069.201262,1975.300819
591.454343,3013.985427,90.30231024,161.2269242,430.7480189,521.9866898,2514.85214,1180.469852
141.6426765,663.9658452,17.90492002,3.61089744,34.8989476,47.48439185,514.7152191,194.1305332
3066.099892,10053.77615,414.2809706,155.3480499,516.6234761,721.2199763,6613.907238,2049.834538
121.1871094,711.5057041,7.03208194,8.65300421,139.1672782,55.52125101,501.7791901,265.3734258
1333.962782,5348.184763,100.8558496,175.4599993,412.3849377,577.5988637,3080.636956,1003.016281
580.2871623,2457.380469,97.56856317,53.51231913,103.4611857,207.69267,1468.452206,427.6138005
216.8704822,825.180029,14.40380134,3.20456921,7.84667857,87.18119925,509.0662422,134.3109031
210.0093334,550.7030662,27.14049943,17.7342386,35.23959932,90.9688804,661.8459071,279.3706612
148.6128675,619.6182159,25.62062969,0.0,0.0,56.97166893,297.7822084,81.83391939
202.2578233,910.9966466,13.80654764,4.24025318,3.08863099,90.70028358,510.8898305,78.0504865
142.1212408,1254.692025,5.18277716,0.0,14.55238425,42.67627886,515.0607222,187.2379951
735.3272298,3638.064789,94.23285624,9.99233488,94.87386201,124.8417457,1552.102847,424.9792672
235.8316272,1161.382594,64.96328376,8.04775326,89.31223508,241.6381577,1429.962651,597.8899679
337.82757,1172.943165,77.37520342,97.73527362,198.33704,338.504749,1237.411671,991.9237395
145.486137,687.8908988,3.53513754,0.0,10.80291366,53.03962201,473.3575876,152.6775224
224.4319997,1007.447567,20.44439678,6.17345091,29.44225997,116.42969,790.8856848,321.5692504
464.5023102,2325.700449,23.22661986,0.0,0.0,48.8681075,757.1715962,104.3076819
61.55719975,316.5299359,11.67475751,0.0,9.22867218,55.72064481,273.2130482,45.21430595
36.41345282,191.5728396,0.0,0.0,3.92972632,60.63971095,177.4617335,27.16613385
392.4326198,1849.41067,29.75024372,34.01797616,80.89933022,145.7055957,1155.723383,449.8347579
786.8948764,2747.1184,99.59847092,148.6386379,336.5472539,255.2164202,2847.744698,875.1341902
128.4889874,310.2687403,11.19006024,0.0,29.49640778,44.803056,265.6536127,122.4790592
170.8898946,593.0340928,0.0,0.0,0.0,48.06378138,488.8907755,71.18211533
204.7208916,495.904369,15.89350662,2.97970209,13.80594031,53.90139727,610.7113309,100.1801721
2103.169217,7757.381518,426.4042511,380.5372113,1488.71067,1521.609393,9779.050326,3072.13882
315.8463002,811.7558829,7.0833972,0.0,8.54749725,48.40186436,350.2193386,78.64326626
1768.181369,5118.247736,267.2872382,291.5978892,918.2526305,696.5782444,4698.903199,2171.034243
310.6269186,1116.792322,22.90935305,24.61325761,84.16092918,193.6278232,901.3627559,377.4701072
229.0770809,881.1982455,33.80554482,0.0,37.16978879,41.43543547,511.1065805,129.132282
153.2794154,388.3673958,11.93199421,0.0,8.06513494,45.91144604,301.7496293,175.8863624
2031.037843,7133.608006,412.7968269,367.0913846,781.6973158,1442.323025,7822.471403,4211.748586
256.3202403,597.8949539,10.83108818,5.85310627,13.96502014,62.13683127,587.4312751,150.6074237
212.1611375,951.6057149,58.14320811,2.98764244,98.90257944,148.9276168,1216.601044,366.0693498
300.3209892,1047.230808,51.45748029,0.0,23.06776744,214.5206113,949.0525075,312.0092271
2088.853782,6342.267814,281.3198569,140.1183124,847.7728227,1198.539618,6334.150151,2765.859199
27175.37908,124747.0604,9377.857366,10131.55895,22707.03539,27026.71979,113150.3899,57381.23489
102.4095586,388.69308,35.63284748,0.0,13.09641694,53.81608511,383.2618381,123.5902796
781.4758541,4021.471947,169.9977052,265.9993826,787.9665206,935.8477266,5016.98828,2551.583893
3434.012368,16983.15168,1588.562722,626.6298532,2395.539947,2672.619664,16217.48663,9227.501016
270.2911715,1504.761476,59.18233285,0.0,38.53975744,89.57609267,664.611435,239.0827709
359.3503449,1535.015759,22.61310025,0.0,67.4544826,425.2325006,1042.02099,692.6420029
384.939166,1610.653306,64.26839972,5.78206754,130.2029661,176.2146191,1626.984536,682.8504339
439.0347794,1495.929525,64.31519975,9.24634043,104.096522,147.0463341,1373.98125,440.7252597
469.9703688,2153.834822,15.99402576,0.0,65.98584486,168.9617863,1206.09774,284.7244248
295.617323,1221.365714,46.35556116,59.52327,259.3731205,295.3203568,1203.191185,621.5760622
795.582004,3400.358092,249.3474453,103.0759634,547.4681332,529.6677886,2983.703229,1519.74976
761.5419363,2445.328201,89.95587266,85.3172913,90.64817535,238.352264,1686.622549,721.891011
2112.266284,6929.48016,261.2915698,239.5795228,790.8346405,1014.179252,6685.846084,2681.146816
775.821589,4208.767107,112.7119706,36.61231954,197.6401618,388.1186168,2052.385162,763.6767641
257.9513895,933.1256128,53.64249148,5.9656429,19.33583247,167.6573626,792.6027852,338.4499626
983.9114863,3398.302505,43.06067084,61.63600135,195.7383595,356.0689221,1884.460198,905.889571
150.1307701,684.0779796,13.47053714,0.0,8.06200998,121.3713755,460.4324812,134.967652
341.7979755,1713.855874,17.83633541,5.86275807,83.55705047,316.1345578,1346.499733,644.8517261
322.6377319,1124.149844,18.78926132,11.58741282,23.55233985,123.1285181,660.2271603,273.4555813
556.2761045,3637.399781,41.5985783,74.60058601,325.39597,307.2188691,2508.280963,906.2931223
71.14671623,310.8979677,7.83626088,2.06067927,3.6904088,39.63528746,121.8596968,53.68966314
650.5578573,2399.416977,75.30279736,0.0,89.22995541,349.1859539,1531.594907,705.2302577
295.4998185,1236.5481,22.6600785,3.23457132,20.77417723,95.90624638,784.2229448,210.076603
5944.17258,13121.05636,898.7200086,463.117672,2345.614125,3517.952588,16455.00139,8353.217669
117.6081793,295.8172542,5.10296033,3.45027204,6.15584752,31.28874169,215.3505852,28.93953125
426.6150389,1513.839694,16.39029619,10.9469025,43.69902175,154.5022819,773.9193398,452.3464831
2218.929154,6533.477194,447.7148247,325.1295282,1223.630813,788.9365021,5461.869861,1972.991365
230.7188875,952.791119,32.49025643,5.68510854,19.69620206,47.1225257,512.1971391,162.2156691
108.7367925,394.8005895,0.0,0.0,5.1590278,83.10268415,345.1761811,98.47171964
588.8693604,2950.005375,48.18952535,3.82784349,120.0145373,453.3709604,1717.896975,726.2226802
2063.80865,6033.344781,459.0125538,229.1105736,813.5699966,1294.864222,5518.970665,2639.823927
163.047933,494.4440048,16.26100522,22.46950137,32.562236,89.13198288,452.5088378,205.5658114
577.7757832,2243.481368,11.17293098,4.57661452,33.21493134,79.97940378,1210.012553,342.774208
2360.02397,7738.480028,367.181445,530.5098315,2095.443387,1286.93426,9396.869725,4860.041719
1121.386329,3654.893376,251.2604036,50.0821834,407.6500292,809.1276871,3734.707738,1994.681874
313.5087981,1307.222861,84.58020046,4.36447802,36.19825368,71.67503319,848.1794723,287.0561485
2371.376102,11263.80914,196.9842325,574.891722,1371.616562,963.8576366,8968.96588,3714.364681
267.6485303,830.8003368,45.52233208,0.0,29.6743995,214.4937079,656.5745224,293.8806554
1743.263711,9562.013762,263.3916236,172.955923,609.7611286,748.4426529,5949.637878,1833.007167
1496.206775,4869.582273,289.2946539,47.84958513,188.1607617,565.1144784,2337.984632,1035.318564
4870.321422,26001.1075,839.509423,1978.961035,3330.375481,4786.137343,31378.56975,10557.34932
516.5152502,2115.516195,95.64985458,73.10224,163.3324718,273.6152627,1780.707609,734.0681426
468.9651887,2114.716341,19.92282665,84.15748292,156.4438253,394.1750547,1694.49389,593.5915647
127.6965285,615.3106449,16.24377661,0.0,11.38151856,36.09719279,452.3656828,122.6625048
293.4806098,2204.858421,99.39147897,167.8391726,573.9724577,269.1668478,2804.196528,885.4966084
1106.659188,5693.219871,392.6990819,64.87485898,401.3725806,516.0282653,3265.217286,1394.262851
15403.36723,55693.0761,4078.662122,4878.448161,11222629.0,12436.94609,61668.42136,36131.83493
1218.793704,4870.19082,276.0009679,226.2287512,516.723786,683.29208,4177.800987,2204.823655
678.0227673,3185.118017,52.71766773,163.4724353,295.8601342,402.2845501,3701.427252,1210.993758
261.8742095,1510.810968,67.84046787,20.63117195,207.3952854,228.1371954,1553.1198,493.6141878
1113.243109,3738.266085,88.9994381,14.72082593,76.95939815,214.4333308,2246.27592,453.1993226
1152.509986,4004.739832,272.8877297,89.8884535,471.2657654,800.100869,3954.25808,1444.450827
3044.748303,8645.121583,626.1853387,778.5833843,3037.343889,2175.704092,13343.16616,7382.737371
368.0479983,1662.264961,128.0138205,203.37095,568.4837288,297.4547272,2119.781118,1009.322122
2069.041267,6430.292012,269.6556415,114.2295106,443.2263773,624.1408276,3764.616999,1237.356666
315.0441123,698.5517058,12.26132058,0.0,20.47314536,84.80954431,461.4796313,129.4632139
266.7701077,526.9508624,10.9271026,0.0,3.21279224,70.22027349,431.4298721,97.39481694
4432.820088,20558.94527,541.3703821,829.4294489,1728.319788,3051.590639,24068.55549,5531.217386
143.8666847,765.2539034,33.56728615,5.39750262,24.26311193,127.3846295,856.4413525,340.4514705
891.9737532,2916.166875,218.6757216,65.37250349,436.5520962,717.5535518,3446.1522,1775.300567
117.9418659,542.6210645,34.3952339,0.0,21.85234483,59.3174568,465.5885943,226.9842683
1811.028197,6955.660425,86.22665436,244.3529405,515.1425126,425.1408064,3866.847907,1001.240416
213.2477305,695.6635167,13.35343939,0.0,6.97338583,120.1814459,306.8590424,140.6827359
136.8913168,369.8368265,2.87963799,7.80921554,11.12246459,75.86682627,333.3439955,118.0930899
193.3682222,692.6440009,4.35756118,0.0,8.87801406,132.2988347,346.9701068,259.1138259
166.5682482,1436.625337,10.56640892,3.85494278,52.61471929,37.00390327,987.2865974,269.3052047
1881.587536,8218.808014,297.1988475,350.5524535,1088.576118,1144.298548,7259.306557,2859.996462
2591.532271,8007.610775,390.9648669,374.5995772,960.7547311,1269.952589,8693.040061,3268.554226
634.9258407,3932.234948,44.85031613,10.738797,115.1616488,183.4181729,2631.436307,378.9452088
610.3969074,1909.252492,72.51093012,165.3066565,193.754559,457.1429558,2024.442712,811.6151401
78.49530138,313.1932435,0.0,3.52071036,2.44959556,37.33584244,284.0551636,35.21124457
1093.739927,2854.257955,69.05855655,49.9311943,204.3877306,500.2780586,2530.460158,640.4793046
12280.81727,47497.43765,1535.097442,2481.590541,5923.615027,5274.404866,46671.78656,15999.92229
184.1622199,1023.049302,11.98730598,0.0,21.72015306,75.94883255,447.3114185,92.79791423
170.2086871,635.1109944,28.21316544,3.22611678,14.95787601,76.63096127,643.2963875,163.4908589
328.1063775,2058.821616,37.0518467,49.22214206,289.9318084,314.8277139,2456.52542,978.3927949
1556.369637,6720.353503,160.2329791,386.9671798,1146.928753,1166.4966,6704.738394,2322.101929
7514.66654,30328.64594,2301.861697,2462.867841,7152.183643,8046.278157,37586.71979,25308.71086
1217.766734,5615.819228,266.7999151,216.6425568,773.3006928,860.914683,6354.031643,3181.127401
1337.496822,7209.712484,240.1898839,117.5033283,644.070026,1163.904514,4664.254852,2086.531038
148.630332,580.085213,5.08014362,0.0,2.17971556,52.0153592,289.0238049,90.71509676
487.2863287,2248.560309,53.25765639,105.0993253,280.0785753,287.2037329,2127.747109,637.2770785
103.0949887,633.845578,2.18427724,0.0,8.42846379,24.0389649,315.9079468,49.15833101
343.4141402,2248.784786,61.05250595,11.92621724,50.21750705,143.2771499,1878.702828,467.275843
232.7512147,1058.559889,44.79656872,11.13309138,41.58581793,163.7456951,823.6078079,236.6729513
222.2045405,1593.307134,16.03240916,21.64414118,86.24548176,158.1546871,1128.426795,415.0177063
1345.568797,4844.225564,273.0064576,112.3843527,606.3246856,604.3960257,3921.427965,1658.849509
121.5318644,777.6774671,3.97295757,0.0,4.34588781,62.11081805,394.3759832,71.36815643
800.5404469,2993.916746,120.7712139,85.68340553,511.2007376,699.2871885,3085.214148,1276.463233
218.9807635,1090.94422,6.38849309,30.8243503,21.67587679,81.27884697,1026.607178,292.2940692
2142.416562,10194.79379,372.4176119,463.7723324,1553.170269,1207.010335,7503.609368,4251.474304
320.9277657,1355.024173,30.86701623,5.56824553,43.1566717,74.73310444,648.8426835,221.2303902
249.8489444,656.1204675,9.756232,0.0,0.0,40.33548489,418.1387124,117.7877982
523.2590096,2248.112569,28.53898241,35.35683349,147.3262907,215.0648851,1342.830214,667.0449063
1136.048164,4675.185266,30.20281519,0.0,39.85521178,165.690275,1121.205828,335.1722235
182.6482177,949.0394782,8.46721199,0.0,8.57383557,66.1638427,466.450506,95.12141271
206.2465854,792.7428592,38.65122033,0.0,19.28089273,182.7631333,599.7971057,277.7376621
103.3108174,349.5059605,7.14116678,0.0,23.53814868,56.5967298,319.9666166,66.03070035
264.8959186,1494.624248,21.39942947,0.0,30.60539224,37.2048613,1021.789753,117.9483624
4281.133715,18303.90005,686.0352975,902.4896367,2749.024828,3706.447511,25241.47268,7600.245044
21726.86962,81501.36091,10647.18416,10997.08321,23927691.0,21519.26937,107654706.0,79950.55002
111.1734472,608.9242219,4.74141629,0.0,0.0,44.18525793,511.4592502,249.3386624
564.1330752,1813.876201,44.72149131,70.87329067,210.8615061,213.3683684,1240.280352,366.9261696
393.6227673,1463.971783,69.36688682,3.90330016,57.6671144,230.299618,1043.816297,520.6218432
7642.893882,26426.89415,2206.924371,1644.39907,5962.269136,5759.655369,36096.03601,19389.19472
1467.270976,5552.97491,196.4670199,146.4316197,347.7309424,731.4546875,5301.602132,1270.297945
1762.812472,9689.02853,243.0873197,331.0400556,358.1043651,848.133022,8744.380177,1062.307384
564.9275134,1344.945983,47.57038634,50.98770334,127.1926524,260.5339786,1026.54699,379.496311
255.3035842,1094.938713,11.15236996,2.38727743,9.17686759,70.44932206,485.0148619,230.4265543
706.7391421,4037.715261,326.6464922,167.8022969,600.750279,448.593209,3077.646534,1222.96467
475.1272525,1769.325481,56.09387616,4.24067888,64.07521671,211.6646805,1674.646015,550.1424949
206.6001202,419.6019853,2.20531324,0.0,4.97060114,54.93460559,304.6523,33.48859467
170.0803517,409.7721685,29.95565742,6.96411943,16.87012163,113.5114611,447.9358811,198.4388102
320.9038701,737.6758842,11.0143413,0.0,48.47328745,84.52268602,690.3718955,254.3485125
89.86542043,499.1573338,13.75183874,0.0,8.44161997,57.49508394,317.5188993,81.59144434
205.3071878,887.2243009,7.89442498,7.19484938,21.6565516,98.56992802,734.5803768,239.1742182
333.8905755,1683.241704,65.5088419,15.10848132,158.9100555,263.2166656,1605.653146,720.4327028
452.3983497,3404.020198,67.09801623,0.0,84.79362505,285.1665347,2296.071759,720.80803
174.7617267,937.4997408,6.76596532,0.0,14.49845059,88.07040176,563.6387474,140.9907793
129.6277311,1110.88384,48.05958055,14.05831198,97.43370934,270.4550079,1310.914227,378.3297654
4333.457757,17066.69746,784.7209989,945.8700827,2072.762825,3968.965748,19378044.0,7032.590803
1777.593692,8186.337168,168.9565892,221.6859916,287.4284309,731.6073436,5684.704684,1371.764278
230.9803319,1689.756619,37.60481095,21.23946686,44.2288265,68.68570611,1061.063157,394.1834251
202.3078988,725.8415335,9.36738695,0.0,17.2234863,65.86292073,561.8595368,120.3660955
566.9035007,2113.006046,97.02767738,43.53895066,285.2768305,337.4685363,1981.254284,722.3163464
168.276051,857.5177338,18.7177331,0.0,28.24367226,145.3255465,646.2808341,270.2899348
6873.771429,31267.51505,1574.787223,1406.705813,3527.828503,5087.924826,31077.07021,9066.714543
459.6456436,2620.930313,28.35867746,54.0271735,162.7373827,296.9732553,2007.431892,632.3304671
90.61814626,376.6560487,10.66549572,0.0,1.87113111,80.13371251,253.3715615,108.2993545
235.1756955,582.87675,14.95550759,11.84126501,54.37056715,113.8600833,622.504223,285.5198929
161.6921258,638.1685623,26.19378127,2.47152265,16.57247273,9.35047312,225.8205037,62.54370568
1186.204406,4642.848464,169.6453489,189.9375437,591.8299623,562.0828017,3518.62419,1451.562539
1703.745306,6372.724292,518.1402477,373.0220952,1060.34333,1242.264286,6141.015734,3530.845251
216.8296622,1217.872129,46.46528274,0.0,37.22022429,131.4646196,724.6203182,193.6601513
1162.299142,4499.912611,413.8078161,129.5257296,435.9482577,1370.083671,4016.063903,3192.809153
1049.079096,3874.871234,164.3520685,9.8682152,249.6593053,476.6645769,2705.001161,690.9875378
2200.942815,10245.33466,356.4668304,151.2856106,420.9842026,896.5572374,7265.271161,2054.225644
405.5296596,1429.658592,24.01795019,3.38632377,111.0336109,85.3852011,1154.829261,180.339151
350.0438079,1158.161236,25.46125265,4.36923098,27.99520181,49.64195138,545.3631372,139.921027
191.3146948,516.4172289,5.9506018,0.0,3.07203135,15.55772862,434.2874778,92.75118231
893.5857666,4246.701288,278.3128283,134.3828612,893.4430324,559.1286523,4842.407072,2254.830594
65.12448597,364.0131597,9.15183792,0.0,12.79123784,94.36799269,312.6942949,195.8049953
870.0218532,4227.581635,132.6483227,200.2308244,607.1572037,660.64215,4001.263193,1457.764741
65.15004098,182.4723206,7.26292482,0.0,4.15810327,58.469216,257.6495001,70.70326656
52.22448098,209.7522149,6.22359815,2.8272622,17.73603485,65.81610903,262.4055332,81.88232228
6367.601822,20346.50827,973.9360604,1389.055757,4386.342414,4261.187792,15325.72362,14660.68975
582.0671639,3754.235539,191.7776991,227.9355428,521.5920911,558.5034017,3369.069279,1065.294187
18366.06622,94395.50547,7486.505857,11870.94174,26550.33938,33611.43865,139256.5419,88707.03442
173.9961714,1079.471779,19.49103824,18.47178397,33.95648737,115.7598457,585.8137517,351.6313098
1176.772777,4123.924948,111.8929651,51.45368965,268.4174099,320.48473,1993.678575,713.0870094
471.8699984,1983.973739,64.34582127,2.35878449,33.37119531,207.6383627,1041.879753,289.8376445
357.7285075,849.6883565,0.0,1.8999328,34.29046131,74.28271871,534.2921324,238.7146333
218.4038731,1346.864011,14.15874276,9.50328571,60.67173439,66.41853444,682.2212029,250.7597993
121.191002,549.8705863,0.0,0.0,12.7470794,35.68606521,459.3226533,60.76932489
176.3788539,785.9208082,11.84402899,0.0,20.10507843,103.083665,667.3034671,134.1742809
12402.78698,42294.28541,3790.63409,7105.14301,22468.15536,18407.83356,92441.25481,80952.51436
378.3421069,1687.36871,27.20536015,4.08314716,240.7024085,157.7802727,1191.047729,633.270692
34505.95526,121844.2463,9089.313455,10066.01811,24964.0642,34576.13262,148713.3798,91951.4189
5210.120374,15152.01696,1764.409105,1765.454169,5859.344359,9782.558454,31154.86929,33023369.0
8367.028026,30251.43106,5609.532194,2660.744737,7455.581015,6115.705768,46501.4896,25408.77853
107.4291383,474.8469139,20.49681877,0.0,3.64277064,76.81143471,252.4237738,137.5788231
2715.624955,10961.91332,698.9454891,936.1958818,2759.978459,2015.924275,13734.85547,9317.558514
97.47682671,484.3428809,0.0,0.0,9.15180133,67.95952312,340.853286,113.5050042
82.9901786,311.4402599,12.59605518,0.0,3.62679131,77.61755271,251.2193742,80.86253284
105.8376674,306.7385718,26.97922184,2.04501596,15.60520595,35.87812771,281.9293397,141.2868106
1897.732793,6914.215133,309.4498659,390.9037874,1077.288144,978.4748229,7725.590123,3383.603389
458.6787224,1700.229732,0.0,9.34636456,5.98573065,68.78984828,783.430913,206.1855076
222.9533129,818.667484,0.0,0.0,36526.0,52.9714313,409.0183047,150.8829836
1713.900387,7444.88707,525.3906883,441.1021836,1534.901113,1456.575795,7385.344816,4188.235305
16484.10424,55098.09488,6244.021435,4622.675354,13790.85169,14709.50456,70766.32637,50881.44818
23805.46979,102023.5454,6465.446725,7926.472159,22444.2031,25546.86498,125712381.0,69318.44003
727.3486227,3570.019692,66.80957631,31.07930919,137.7268908,267.0227472,1944.828894,576.6616875
250.9464667,1772.383789,46.04098229,0.0,60.32280166,156.4691281,1005.29579,556.2885571
1511.287353,6100.512858,392.9550942,258.1766769,918.3142976,657.8317488,5106.728092,2616.583984
1424.041106,5948.139713,83.44994475,44.60549965,199.6649217,212.3680331,2927.178167,1170.927165
450926.9954,1902990315.0,160576401,181846.1026,428811336.0,479612.5689,1930145706.0,1461291214.0
1407.185956,4883.811232,237.8791969,165.8534108,634.1823777,520.2922162,4597.035648,2229.353739
404.3228249,1345.03758,52.47265707,6.98386278,25.45663673,173.1142309,762.7950654,250.3211488
3315.287198,13489.68005,711.8716291,568.0031562,1983.047971,2335.172658,12078.81028,6612.726175
4823.123379,14991.68412,552.2095197,363.9260595,1351.884634,1367.438452,11605.33432,4642.125022
412.2243737,2048.213939,42.06501323,42.07066059,155.7516337,109.589507,1231.819047,671.0796566
472.6751668,2348.666214,84.42729512,110.7290198,502.7955606,285.1944748,2826.507262,803.5387731
12172.85039,59103.10716,1551.426016,3785.989122,8885.288925,7592.160693,67409.20433,19695.23249
637.8905347,1676.16139,16.37576362,7.97910669,12.98495843,112.2849823,803.9915536,335.9833137
173.5648358,704.1932256,14.63744766,8.44189507,7.53915889,29.65206588,304.4738915,108.1498732
107.4016279,434.8969622,14.03938926,1.67598826,2.97593794,103.5659528,415.7010586,186.4104459
434.2904915,2214.094369,0.0,28.83083949,53.11645574,107.3574918,1190.43354,369.851067
1163.003844,3801.811473,90.8575788,72.48859482,543.3815399,594.6804373,3627.606029,2079.064657
2323.784115,6862.828039,196.1734868,298.0464347,786.5384982,464.3122532,5441.641995,1072.129215
5310.792298,19622.89902,1122.358371,780.6833997,2744.608475,2981.463259,14611.62527,7214.494598
988.1950134,2343.359962,26.65746355,21.4866984,59.54427227,165.3663628,1204.580742,432.2838943
819.9572765,2795.117653,39.24317056,0.0,74.49717042,383.3715718,1610.059135,451.1847451
243.8849957,1095.487584,12.93556003,6.6141898,24.22665889,72.49170989,666.1091029,151.5274822
1620.196405,5038.923051,167.6553129,278.6541366,642.0058216,848.0183377,4081.025082,2218.879816
22440.9182,97887.90154,6755.831363,6433.622728,14503702.0,21340.11077,112213.6068,61575.02014
357.3651381,1545.843768,105.5445377,4.49374949,44.18305984,178.5044902,1069.372962,505.2592748
